Basisschool advies,Voorkeur 1,Voorkeur 2,Voorkeur 3,Voorkeur 4,Voorkeur 5,Voorkeur 6,Voorkeur 7,Voorkeur 8,Voorkeur 9,Voorkeur 10,Voorkeur 11,Voorkeur 12,Voorkeur 13,Voorkeur 14,Voorkeur 15,Voorkeur 16,Voorkeur 17,Voorkeur 18,Voorkeur 19,Voorkeur 20,Voorkeur 21,Voorkeur 22
vmbo-t,Spinoza Lyceum - v.a. vmbo-t,Hervormd Lyceum West - Tweetalig - v.a. havo,Pieter Nieuwland College - plus - vwo,Calandlyceum - LOOT - v.a. vmbo-t,Fons Vitae Lyceum - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Spring High - v.a. vmbo-t,Open Schoolgemeenschap Bijlmer - vmbo-k,Calandlyceum - Kansrijk VWO - havo/vwo,Over-Y - Kansrijk HAVO - vmbo-t/havo,Ir. Lely Lyceum - Kansrijk HAVO - vmbo-t/havo,Hervormd Lyceum Zuid - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Bindelmeer College - v.a. vmbo-b,Vox College - v.a. havo,Wellantcollege Linnaeus - v.a. vmbo-b,Pieter Nieuwland College - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,IVKO - v.a. vmbo-t,SvPO Amsterdam - vwo,Lumion - vwo,Zuiderlicht College - Talentendansklas - v.a. vmbo-b,Hubertus & Berkhoff - v.a. vmbo-b,Mediacollege Amsterdam - vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Zuiderlicht College - v.a. vmbo-b,Bernard Nieuwentijt College (Monnickendam) - v.a. vmbo-t,Spinoza Lyceum - v.a. havo,Xplore - v.a. vmbo-t,Vox College - Kansrijk VWO - havo/vwo,SvPO Amsterdam - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,IVKO - v.a. vmbo-t,College De Meer - v.a. vmbo-b,Open Schoolgemeenschap Bijlmer - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Lumion - v.a. vmbo-t,Vox College - vwo,Hervormd Lyceum Zuid - vwo,Berlage Lyceum - Tweetalig - vwo,Vox College - Kansrijk HAVO - vmbo-t/havo,Cartesius Lyceum - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Geert Groote College - v.a. vmbo-t,Mediacollege Amsterdam - vmbo-k,Vinse School - v.a. vmbo-t,Cartesius Lyceum - v.a. havo,Hervormd Lyceum West - Kansrijk HAVO - vmbo-t/havo,Cburg College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Zuiderlicht College - Talentendansklas - v.a. vmbo-b,Spinoza Lyceum - vwo,Geert Groote College - vwo,Montessori Lyceum Oostpoort - Kansrijk HAVO - vmbo-t/havo,Mundus College - vmbo-k,Spinoza Lyceum - Muziekplus - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Spinoza Lyceum - v.a. vmbo-t,Open Schoolgemeenschap Bijlmer - vmbo-k,Over-Y - Kansrijk HAVO - vmbo-t/havo,Xplore - v.a. vmbo-t,Hervormd Lyceum Zuid - Universalis - vwo,Geert Groote College - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Hervormd Lyceum West - v.a. vmbo-t,Hervormd Lyceum West - Kansrijk VWO - havo/vwo,Over-Y - Kansrijk HAVO - vmbo-t/havo,Alasca - vwo,Comenius Lyceum Amsterdam - vwo,Spinoza Lyceum - Muziekplus - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Calandlyceum - vmbo-t,Montessori Lyceum Oostpoort - v.a. havo,Gerrit van der Veen College - v.a. havo,Cornelius Haga Lyceum - v.a. havo,Ir. Lely Lyceum - v.a. vmbo-t,Bernard Nieuwentijt College (Monnickendam) - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Sweelinck College - v.a. vmbo-t,Comenius Lyceum Amsterdam - Kansrijk HAVO - vmbo-t/havo,Calandlyceum - Kansrijk VWO - havo/vwo,Joodse Scholengemeenschap Maimonides  - v.a. vmbo-t,Clusius College - v.a. vmbo-b,Metis Montessori Lyceum - Coderclass of Metisprofiel havo/vwo - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Calandlyceum - vmbo-t,Het 4e Gymnasium - vwo,DENISE - Denise TL - v.a. vmbo-t,Lumion - v.a. vmbo-t,Damstede - vwo,St. Nicolaaslyceum - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Spinoza Lyceum - v.a. vmbo-t,Havo de Hof - v.a. havo,Open Schoolgemeenschap Bijlmer - vwo,Marcanti College - vmbo-k,Calandlyceum - vmbo-t/havo,Ir. Lely Lyceum - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Spinoza20first - v.a. vmbo-t,Bernard Nieuwentijt College (Monnickendam) - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Lumion - v.a. vmbo-t,Barlaeus Gymnasium - vwo,Ir. Lely Lyceum - Kansrijk HAVO - vmbo-t/havo,Calandlyceum - Technasium - vwo,Bredero Mavo - Tweetalig - v.a. vmbo-t,Pieter Nieuwland College - plus - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Vinse School - v.a. vmbo-t,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,Vossius Gymnasium - vwo,Comenius Lyceum Amsterdam - Kansrijk VWO - havo/vwo,Pieter Nieuwland College - plus - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Ir. Lely Lyceum - v.a. vmbo-t,Mundus College - v.a. vmbo-b,Spinoza Lyceum - v.a. havo,DENISE - Denise VWO - vwo,Fons Vitae Lyceum - vwo,Calvijn College - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Berlage Lyceum - Tweetalig - v.a. vmbo-t,Marcanti College - v.a. vmbo-b,CSB - Kansrijk HAVO - vmbo-t/havo,Hervormd Lyceum West - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Open Schoolgemeenschap Bijlmer - v.a. vmbo-t,College De Meer - Kansrijk HAVO (icm Havo de Hof) - vmbo-t/havo,Calandlyceum - vwo,Marcanti College - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Cornelius Haga Lyceum - v.a. vmbo-t,Bernard Nieuwentijt College (Monnickendam) - Kansrijk HAVO - vmbo-t/havo,Metis Montessori Lyceum - Coderclass of Metisprofiel havo/vwo - v.a. havo,Hervormd Lyceum West - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,CSB - v.a. vmbo-t,Calandlyceum - havo,DENISE - Denise VWO - vwo,Hubertus & Berkhoff - v.a. vmbo-b,Metis Montessori Lyceum - Technasium vwo - vwo,Bredero Beroepscollege - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Lumion - v.a. vmbo-t,Barlaeus Gymnasium - vwo,Cornelius Haga Lyceum - v.a. havo,Amsterdams Beroepscollege Noorderlicht - vmbo-k,Hervormd Lyceum Zuid - v.a. havo,DENISE - Denise Havo - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,CSB - v.a. vmbo-t,Pieter Nieuwland College - Kansrijk VWO - havo/vwo,Montessori Lyceum Amsterdam - vwo,Montessori Lyceum Amsterdam - v.a. vmbo-t,Berlage Lyceum - Tweetalig - v.a. havo,Mediacollege Amsterdam - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,IVKO - v.a. vmbo-t,Vox College - Kansrijk HAVO - vmbo-t/havo,Hyperion Lyceum - vwo,Mundus College - vmbo-t,Geert Groote College - vwo,Clusius College - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,De Amsterdamse MAVO - v.a. vmbo-t,Pieter Nieuwland College - plus - vwo,Berlage Lyceum - Tweetalig - v.a. havo,Amsterdams Beroepscollege Noorderlicht - v.a. vmbo-b,Spinoza Lyceum - vwo,Metis Montessori Lyceum - Coderclass of Metisprofiel vwo - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Montessori Lyceum Oostpoort - v.a. vmbo-b,Spinoza Lyceum - Muziekplus - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Lumion - v.a. vmbo-t,Vossius Gymnasium - vwo,Open Schoolgemeenschap Bijlmer - vwo,Montessori Lyceum Oostpoort - Kansrijk Kader - vmbo-b/k,Clusius College - Kansrijk Kader - vmbo-b/k,Vinse School - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Montessori Lyceum Amsterdam - v.a. vmbo-t,Montessori Lyceum Oostpoort - Kansrijk HAVO - vmbo-t/havo,Calandlyceum - Kansrijk HAVO - vmbo-t/havo,Bindelmeer College - Kansrijk Kader - vmbo-b/k,Vox College - v.a. vmbo-b,Marcanti College - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Hubertus & Berkhoff - v.a. vmbo-t,Pieter Nieuwland College - v.a. havo,Fons Vitae Lyceum - vwo,Hervormd Lyceum West - Tweetalig - vwo,Over-Y - havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Ir. Lely Lyceum - v.a. vmbo-t,Fons Vitae Lyceum - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Berlage Lyceum - Tweetalig - v.a. vmbo-t,Sweelinck College - Kansrijk HAVO - vmbo-t/havo,Cburg College - v.a. vmbo-b,Comenius Lyceum Amsterdam - Kansrijk VWO - havo/vwo,Berlage Lyceum - Tweetalig - vwo,Cornelius Haga Lyceum - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Hervormd Lyceum West - v.a. vmbo-t,Hervormd Lyceum Zuid - Universalis - vwo,Geert Groote College - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Kiem Montessori - v.a. vmbo-t,Vox College - v.a. vmbo-b,Joodse Scholengemeenschap Maimonides  - v.a. vmbo-t,Mundus College - vmbo-k,Mediacollege Amsterdam - Kansrijk Kader - vmbo-b/k,Gerrit van der Veen College - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Hervormd Lyceum West - v.a. vmbo-t,Clusius College - Kansrijk Kader - vmbo-b/k,Calandlyceum - Kansrijk HAVO - vmbo-t/havo,Gerrit van der Veen College - kunst+klas  - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Hubertus & Berkhoff - v.a. vmbo-t,Amsterdams Beroepscollege Noorderlicht - v.a. vmbo-b,St. Nicolaaslyceum - vwo,Cartesius Lyceum - v.a. havo,Bredero Mavo - v.a. vmbo-t,DENISE - Denise Havo - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Berlage Lyceum - Tweetalig - v.a. vmbo-t,Damstede - v.a. havo,Calandlyceum - Technasium - vwo,Vox College - Kansrijk VWO - havo/vwo,SvPO Amsterdam - Kansrijk VWO - havo/vwo,Hervormd Lyceum West - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Open Schoolgemeenschap Bijlmer - v.a. vmbo-t,Cornelius Haga Lyceum - v.a. havo,Open Schoolgemeenschap Bijlmer - vwo,Hervormd Lyceum Zuid - vwo,Alasca - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Over-Y - v.a. vmbo-t,Berlage Lyceum - Tweetalig - v.a. havo,Mediacollege Amsterdam - vmbo-t,Mediacollege Amsterdam - v.a. vmbo-b,Gerrit van der Veen College - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Spinoza20first - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Comenius Lyceum Amsterdam - v.a. vmbo-t,Pieter Nieuwland College - plus - vwo,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. havo,Spinoza Lyceum - vwo,Bredero Beroepscollege - v.a. vmbo-b,Lumion - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Spring High - v.a. vmbo-t,SvPO Amsterdam - vwo,St. Nicolaaslyceum - v.a. havo,Ir. Lely Lyceum - v.a. vmbo-t,Bredero Mavo - Tweetalig - v.a. vmbo-t,Cburg College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Bredero Mavo - v.a. vmbo-t,Ir. Lely Lyceum - Kansrijk VWO - havo/vwo,Gerrit van der Veen College - kunst+klas  - v.a. havo,Lumion - v.a. havo,Montessori Lyceum Amsterdam - Gymnasium - vwo,Cburg College - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Lumion - v.a. vmbo-t,Over-Y - havo,Amsterdams Beroepscollege Noorderlicht - v.a. vmbo-b,Montessori Lyceum Amsterdam - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Kiem Montessori - v.a. vmbo-t,Montessori Lyceum Oostpoort - Kansrijk Kader - vmbo-b/k,Geert Groote College - vwo,Metis Montessori Lyceum - Technasium vwo - vwo,Mediacollege Amsterdam - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,CSB - v.a. vmbo-t,Hervormd Lyceum West - v.a. havo,Comenius Lyceum Amsterdam - Kansrijk VWO - havo/vwo,Comenius Lyceum Amsterdam - v.a. havo,Spinoza Lyceum - Muziekplus - v.a. havo,CSB - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,IVKO - v.a. vmbo-t,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. vmbo-t,Metis Montessori Lyceum - Coderclass of Metisprofiel havo/vwo - v.a. havo,SvPO Amsterdam - v.a. havo,IJburg College - v.a. vmbo-t,Lumion - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,CSB - v.a. vmbo-t,Hervormd Lyceum West - Tweetalig - v.a. havo,Lumion - vwo,Hervormd Lyceum Zuid - Kansrijk VWO - havo/vwo,Metis Montessori Lyceum - Technasium havo/vwo - v.a. havo,Ir. Lely Lyceum - Kansrijk VWO-Technasium - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,De Amsterdamse MAVO - v.a. vmbo-t,Hubertus & Berkhoff - v.a. vmbo-b,Berlage Lyceum - Tweetalig - vwo,Fons Vitae Lyceum - vwo,Sweelinck College - Kansrijk HAVO - vmbo-t/havo,Pieter Nieuwland College - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Spinoza20first - v.a. vmbo-t,Bernard Nieuwentijt College (Monnickendam) - Kansrijk HAVO - vmbo-t/havo,Hervormd Lyceum Zuid - Kansrijk VWO - havo/vwo,Mundus College - vmbo-t,CSB - Kansrijk VWO - havo/vwo,Comenius Lyceum Amsterdam - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,IJburg College - v.a. vmbo-t,Montessori Lyceum Oostpoort - Kansrijk VWO - havo/vwo,Joodse Scholengemeenschap Maimonides  - v.a. vmbo-t,Marcanti College - v.a. vmbo-b,Zuiderlicht College - v.a. vmbo-b,College De Meer - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Lumion - v.a. vmbo-t,Marcanti College - v.a. vmbo-t,Spinoza Lyceum - v.a. havo,DENISE - Denise VWO - vwo,De nieuwe Havo - v.a. havo,Calandlyceum - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,IVKO - v.a. vmbo-t,CSB - Kansrijk HAVO - vmbo-t/havo,Cartesius Lyceum - vwo,Hervormd Lyceum Zuid - v.a. havo,Wellantcollege Sloten - vmbo-t,Calandlyceum - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Spinoza Lyceum - v.a. vmbo-t,SvPO Amsterdam - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Hubertus & Berkhoff - v.a. vmbo-t,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,Zuiderlicht College - v.a. vmbo-b,Alasca - vwo,Cygnus gymnasium - vwo,Vox College - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Montessori Lyceum Oostpoort - v.a. vmbo-b,De nieuwe Havo - v.a. havo,Calandlyceum - Technasium - vwo,Geert Groote College - Kansrijk HAVO - vmbo-t/havo,Het Amsterdams Lyceum - vwo,Vox College - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Calandlyceum - vmbo-t,Het Amsterdams Lyceum - vwo,Lumion - Kansrijk HAVO - vmbo-t/havo,Huygens College - Kansrijk Kader - vmbo-b/k,Hervormd Lyceum West - Kansrijk VWO - havo/vwo,Gerrit van der Veen College - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Geert Groote College - v.a. vmbo-t,Havo de Hof - v.a. havo,Vox College - v.a. vmbo-t,IVKO - v.a. havo,Damstede - vwo,Cartesius Lyceum - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Bredero Mavo - v.a. vmbo-t,Mediacollege Amsterdam - vmbo-k,Hervormd Lyceum Zuid - vwo,Comenius Lyceum Amsterdam - vwo,Mundus College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,CSB - v.a. vmbo-t,DENISE - Denise VWO - vwo,IVKO - DAMU - v.a. vmbo-t,Ir. Lely Lyceum - Technasium - v.a. vmbo-t,Vox College - v.a. vmbo-b,Montessori Lyceum Amsterdam - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Montessori Lyceum Amsterdam - v.a. vmbo-t,Hubertus & Berkhoff - Tweetalig - vmbo-k,Huygens College - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Ir. Lely Lyceum - v.a. vmbo-t,Montessori Lyceum Amsterdam - Sluisbuurt - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Ir. Lely Lyceum - v.a. vmbo-t,Marcanti College - v.a. vmbo-t,Metis Montessori Lyceum - Coderclass of Metisprofiel havo/vwo - v.a. havo,IVKO - Kansrijk HAVO - vmbo-t/havo,Calandlyceum - havo/vwo,Spinoza Lyceum - Kansrijk VWO - havo/vwo,Montessori Lyceum Oostpoort - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Comenius Lyceum Amsterdam - v.a. vmbo-t,College De Meer - v.a. vmbo-b,Cburg College - Kansrijk Kader - vmbo-b/k,Bredero Mavo - Tweetalig - v.a. vmbo-t,St. Nicolaaslyceum - vwo,Vox College - v.a. havo,Cornelius Haga Lyceum - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Kiem Montessori - v.a. vmbo-t,Cartesius Lyceum - v.a. havo,Hervormd Lyceum Zuid - Kansrijk VWO - havo/vwo,Hervormd Lyceum West - Tweetalig - vwo,Pieter Nieuwland College - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Montessori Lyceum Oostpoort - v.a. vmbo-b,Comenius Lyceum Amsterdam - Kansrijk HAVO - vmbo-t/havo,Calandlyceum - Kansrijk VWO - havo/vwo,CSB - v.a. vmbo-t,Damstede - v.a. havo,Vox College - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Huygens College - v.a. vmbo-b,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. vmbo-t,Spinoza Lyceum - Gymnasium - vwo,Ir. Lely Lyceum - Kansrijk HAVO-Technasium - vmbo-t/havo,Panta Rhei - v.a. vmbo-b,Marcanti College - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Cornelius Haga Lyceum - v.a. vmbo-t,Pieter Nieuwland College - Kansrijk VWO - havo/vwo,Metis Montessori Lyceum - Coderclass of Metisprofiel vwo - vwo,Spinoza Lyceum - Muziekplus - v.a. havo,Open Schoolgemeenschap Bijlmer - v.a. havo,Hubertus & Berkhoff - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Open Schoolgemeenschap Bijlmer - v.a. vmbo-t,Bindelmeer College - Kansrijk Kader - vmbo-b/k,Calvijn College - Kansrijk Kader - vmbo-b/k,Montessori Lyceum Amsterdam - v.a. havo,Over-Y - Kansrijk HAVO - vmbo-t/havo,Pieter Nieuwland College - plus - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Berlage Lyceum - Tweetalig - v.a. vmbo-t,Geert Groote College - Kansrijk VWO - havo/vwo,Cburg College - v.a. vmbo-b,Bindelmeer College - v.a. vmbo-b,Vox College - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Lumion - v.a. vmbo-t,DENISE - Denise Havo - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Comenius Lyceum Amsterdam - v.a. vmbo-t,Mediacollege Amsterdam - Kansrijk Kader - vmbo-b/k,Geert Groote College - vwo,Vox College - vwo,Ir. Lely Lyceum - Kansrijk VWO-Technasium - havo/vwo,Wellantcollege Sloten - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Calandlyceum - vmbo-t,SvPO Amsterdam - v.a. havo,Comenius Lyceum Amsterdam - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Hervormd Lyceum West - v.a. vmbo-t,Mediacollege Amsterdam - Kansrijk Kader - vmbo-b/k,Hervormd Lyceum West - Kansrijk HAVO - vmbo-t/havo,Berlage Lyceum - Kansrijk VWO - Tweetalig - havo/vwo,Marcanti College - vwo,Montessori Lyceum Oostpoort - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Montessori Lyceum Amsterdam - v.a. vmbo-t,Wellantcollege Linnaeus - v.a. vmbo-b,Metis Montessori Lyceum - Technasium havo/vwo - v.a. havo,Ignatiusgymnasium - vwo,Bredero Beroepscollege - v.a. vmbo-b,Alasca - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,De Amsterdamse MAVO - v.a. vmbo-t,Berlage Lyceum - Kansrijk VWO - Tweetalig - havo/vwo,CSB - Kansrijk VWO - havo/vwo,Alasca - vwo,Gerrit van der Veen College - vwo,Comenius Lyceum Amsterdam - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Open Schoolgemeenschap Bijlmer - v.a. vmbo-t,Metis Montessori Lyceum - Technasium vwo - vwo,Cygnus gymnasium - vwo,Calandlyceum - Kansrijk HAVO - vmbo-t/havo,Damstede - v.a. havo,Comenius Lyceum Amsterdam - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-t,Sweelinck College - v.a. vmbo-t,Lumion - Kansrijk HAVO - vmbo-t/havo,Bindelmeer College - v.a. vmbo-b,CSB - Kansrijk HAVO - vmbo-t/havo,Marcanti College - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
