Basisschool advies,Voorkeur 1,Voorkeur 2,Voorkeur 3,Voorkeur 4,Voorkeur 5,Voorkeur 6,Voorkeur 7,Voorkeur 8,Voorkeur 9,Voorkeur 10,Voorkeur 11,Voorkeur 12,Voorkeur 13,Voorkeur 14,Voorkeur 15,Voorkeur 16,Voorkeur 17,Voorkeur 18,Voorkeur 19,Voorkeur 20,Voorkeur 21,Voorkeur 22
vmbo-b,College De Meer - v.a. vmbo-b,Gerrit van der Veen College - kunst+klas  - v.a. havo,Hervormd Lyceum Zuid - vwo,Alasca - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Clusius College - v.a. vmbo-b,DENISE - Denise TL - v.a. vmbo-t,Geert Groote College - v.a. vmbo-t,Cornelius Haga Lyceum - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Calvijn College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Amsterdams Beroepscollege Noorderlicht - v.a. vmbo-b,Cartesius Lyceum - vwo,SvPO Amsterdam - v.a. havo,Lumion - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,Gerrit van der Veen College - kunst+klas  - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Wellantcollege Linnaeus - v.a. vmbo-b,College De Meer - Kansrijk HAVO (icm Havo de Hof) - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Clusius College - v.a. vmbo-b,Bindelmeer College - Kansrijk Kader - vmbo-b/k,Ignatiusgymnasium - vwo,St. Nicolaaslyceum - Tweetalig Onderwijs - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Clusius College - v.a. vmbo-b,Gerrit van der Veen College - kunst+klas  - v.a. havo,Vox College - Kansrijk HAVO - vmbo-t/havo,Calandlyceum - Technasium - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Wellantcollege Sloten - v.a. vmbo-b,Vinse School - v.a. vmbo-t,Bernard Nieuwentijt College (Monnickendam) - v.a. havo,Huygens College - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Hubertus & Berkhoff - v.a. vmbo-b,Barlaeus Gymnasium - vwo,Geert Groote College - v.a. vmbo-t,IVKO - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Panta Rhei - v.a. vmbo-b,Lumion - Kansrijk HAVO - vmbo-t/havo,Montessori Lyceum Amsterdam - Sluisbuurt - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,College De Meer - v.a. vmbo-b,Ir. Lely Lyceum - v.a. vmbo-t,Damstede - v.a. havo,Over-Y - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Bredero Beroepscollege - v.a. vmbo-b,Spinoza Lyceum - Kansrijk VWO - havo/vwo,Zuiderlicht College - Talentendansklas - v.a. vmbo-b,Berlage Lyceum - Tweetalig - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Montessori Lyceum Oostpoort - v.a. vmbo-b,Hervormd Lyceum West - v.a. vmbo-t,Lumion - v.a. vmbo-t,Cartesius Lyceum - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Calvijn College - v.a. vmbo-b,Open Schoolgemeenschap Bijlmer - v.a. havo,Bernard Nieuwentijt College (Monnickendam) - Kansrijk HAVO - vmbo-t/havo,College De Meer - Kansrijk HAVO (icm Havo de Hof) - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Montessori Lyceum Oostpoort - v.a. vmbo-b,Fons Vitae Lyceum - v.a. havo,Over-Y - Kansrijk HAVO - vmbo-t/havo,Comenius Lyceum Amsterdam - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,College De Meer - v.a. vmbo-b,Joodse Scholengemeenschap Maimonides  - v.a. vmbo-t,St. Nicolaaslyceum - Tweetalig Onderwijs - vwo,Comenius Lyceum Amsterdam - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Clusius College - v.a. vmbo-b,Ignatiusgymnasium - vwo,Bredero Mavo - v.a. vmbo-t,Montessori Lyceum Oostpoort - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Mundus College - v.a. vmbo-b,Hervormd Lyceum Zuid - Kansrijk VWO - havo/vwo,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. havo,Spinoza Lyceum - Muziekplus - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Bindelmeer College - v.a. vmbo-b,Calandlyceum - LOOT - v.a. vmbo-t,Hervormd Lyceum West - v.a. havo,Pieter Nieuwland College - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Wellantcollege Linnaeus - v.a. vmbo-b,Hubertus & Berkhoff - Tweetalig - vmbo-k,IVKO - DAMU - v.a. vmbo-t,Over-Y - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Marcanti College - v.a. vmbo-b,Cartesius Lyceum - vwo,Gerrit van der Veen College - vwo,CSB - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Bredero Beroepscollege - v.a. vmbo-b,Alasca - v.a. havo,Panta Rhei - Kansrijk Kader - vmbo-b/k,Vossius Gymnasium - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,Ir. Lely Lyceum - Technasium - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Clusius College - v.a. vmbo-b,Gerrit van der Veen College - vwo,Marcanti College - v.a. vmbo-t,Alasca - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,Panta Rhei - Kansrijk Kader - vmbo-b/k,Bernard Nieuwentijt College (Monnickendam) - Kansrijk HAVO - vmbo-t/havo,Marcanti College - vmbo-k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,College De Meer - v.a. vmbo-b,Hervormd Lyceum West - v.a. havo,Bernard Nieuwentijt College (Monnickendam) - Kansrijk HAVO - vmbo-t/havo,DENISE - Denise Havo - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,Hervormd Lyceum West - Kansrijk VWO - havo/vwo,Vox College - v.a. vmbo-t,Hervormd Lyceum West - Tweetalig - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Huygens College - v.a. vmbo-b,DENISE - Denise TL - v.a. vmbo-t,Open Schoolgemeenschap Bijlmer - v.a. vmbo-t,College De Meer - Kansrijk HAVO (icm Havo de Hof) - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Wellantcollege Sloten - v.a. vmbo-b,Comenius Lyceum Amsterdam - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Cburg College - v.a. vmbo-b,Het Amsterdams Lyceum - vwo,Geert Groote College - v.a. havo,SvPO Amsterdam - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Clusius College - v.a. vmbo-b,Spinoza Lyceum - Kansrijk VWO - havo/vwo,Cburg College - Kansrijk Kader - vmbo-b/k,Berlage Lyceum - Tweetalig - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Mundus College - v.a. vmbo-b,Hervormd Lyceum Zuid - Universalis - vwo,Pieter Nieuwland College - v.a. havo,Ir. Lely Lyceum - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Bindelmeer College - v.a. vmbo-b,SvPO Amsterdam - v.a. havo,Bernard Nieuwentijt College (Monnickendam) - v.a. havo,Comenius Lyceum Amsterdam - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Amsterdams Beroepscollege Noorderlicht - v.a. vmbo-b,Berlage Lyceum - Tweetalig - v.a. havo,Hubertus & Berkhoff - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Panta Rhei - v.a. vmbo-b,Damstede - v.a. havo,Sweelinck College - Kansrijk HAVO - vmbo-t/havo,Berlage Lyceum - Tweetalig - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Wellantcollege Sloten - v.a. vmbo-b,Mundus College - vmbo-t,Calandlyceum - Technasium - havo/vwo,Berlage Lyceum - Tweetalig - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Bredero Beroepscollege - v.a. vmbo-b,IVKO - v.a. vmbo-t,CSB - Kansrijk HAVO - vmbo-t/havo,Havo de Hof - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Marcanti College - v.a. vmbo-b,IJburg College - v.a. vmbo-t,Marcanti College - v.a. havo,IJburg College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Zuiderlicht College - v.a. vmbo-b,Lumion - v.a. vmbo-t,Montessori Lyceum Amsterdam - vwo,DENISE - Denise Havo - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Bindelmeer College - v.a. vmbo-b,Metis Montessori Lyceum - Technasium havo/vwo - v.a. havo,Cburg College - Kansrijk Kader - vmbo-b/k,Berlage Lyceum - Tweetalig - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Hubertus & Berkhoff - v.a. vmbo-b,St. Nicolaaslyceum - Tweetalig Onderwijs - v.a. havo,Mediacollege Amsterdam - v.a. vmbo-b,Calandlyceum - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Mediacollege Amsterdam - v.a. vmbo-b,College De Meer - v.a. vmbo-t,Alasca - vwo,IVKO - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Hubertus & Berkhoff - v.a. vmbo-b,Vossius Gymnasium - vwo,Calandlyceum - vmbo-t/havo,Ir. Lely Lyceum - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,Mundus College - vmbo-t,Calandlyceum - Technasium - havo/vwo,Ir. Lely Lyceum - Kansrijk VWO-Technasium - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Wellantcollege Sloten - v.a. vmbo-b,Cartesius Lyceum - Kansrijk VWO - havo/vwo,Comenius Lyceum Amsterdam - v.a. vmbo-t,Pieter Nieuwland College - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Calvijn College - v.a. vmbo-b,Berlage Lyceum - Tweetalig - vwo,Hervormd Lyceum West - Kansrijk HAVO - vmbo-t/havo,Geert Groote College - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Panta Rhei - v.a. vmbo-b,Cartesius Lyceum - vwo,Marcanti College - v.a. havo,De Amsterdamse MAVO - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Amsterdams Beroepscollege Noorderlicht - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Montessori Lyceum Oostpoort - v.a. vmbo-b,Berlage Lyceum - Tweetalig - vwo,Montessori Lyceum Oostpoort - v.a. havo,Vox College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Zuiderlicht College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Calvijn College - v.a. vmbo-b,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. vmbo-t,Bredero Mavo - v.a. vmbo-t,Vox College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Hubertus & Berkhoff - v.a. vmbo-b,Hyperion Lyceum - vwo,Over-Y - v.a. vmbo-t,Berlage Lyceum - Tweetalig - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Panta Rhei - v.a. vmbo-b,Hyperion Lyceum - vwo,Wellantcollege Sloten - vmbo-t,Zuiderlicht College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Clusius College - v.a. vmbo-b,Cygnus gymnasium - vwo,Havo de Hof - v.a. havo,Mediacollege Amsterdam - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Bindelmeer College - v.a. vmbo-b,Berlage Lyceum - Tweetalig - v.a. havo,Metis Montessori Lyceum - Coderclass of Metisprofiel vwo - vwo,Lumion - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Hubertus & Berkhoff - v.a. vmbo-b,Comenius Lyceum Amsterdam - vwo,Geert Groote College - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Bindelmeer College - v.a. vmbo-b,Hervormd Lyceum Zuid - Kansrijk VWO - havo/vwo,Montessori Lyceum Amsterdam - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Zuiderlicht College - v.a. vmbo-b,Spinoza Lyceum - Kansrijk VWO - havo/vwo,Calandlyceum - havo/vwo,Spinoza Lyceum - Muziekplus - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Mundus College - v.a. vmbo-b,Cartesius Lyceum - v.a. havo,Geert Groote College - v.a. vmbo-t,De Amsterdamse MAVO - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Clusius College - v.a. vmbo-b,Cornelius Haga Lyceum - vwo,Bernard Nieuwentijt College (Monnickendam) - Kansrijk HAVO - vmbo-t/havo,Marcanti College - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,Gerrit van der Veen College - v.a. havo,SvPO Amsterdam - vwo,Montessori Lyceum Oostpoort - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Clusius College - v.a. vmbo-b,Calandlyceum - vwo,Calandlyceum - vmbo-t,Pieter Nieuwland College - plus - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,De Amsterdamse MAVO - v.a. vmbo-t,Wellantcollege Sloten - vmbo-t,Mundus College - vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,Ir. Lely Lyceum - Kansrijk VWO - havo/vwo,Berlage Lyceum - Kansrijk VWO - Tweetalig - havo/vwo,Pieter Nieuwland College - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Cburg College - v.a. vmbo-b,Havo de Hof - v.a. havo,Hervormd Lyceum West - v.a. havo,Pieter Nieuwland College - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Bredero Beroepscollege - v.a. vmbo-b,IVKO - DAMU - v.a. vmbo-t,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. havo,Mediacollege Amsterdam - vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Panta Rhei - v.a. vmbo-b,Hervormd Lyceum West - Kansrijk VWO - havo/vwo,Calandlyceum - Technasium - havo/vwo,IVKO - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Amsterdams Beroepscollege Noorderlicht - v.a. vmbo-b,Cornelius Haga Lyceum - v.a. havo,Over-Y - havo,Spinoza Lyceum - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Montessori Lyceum Oostpoort - v.a. vmbo-b,Ir. Lely Lyceum - Kansrijk HAVO-Technasium - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Huygens College - v.a. vmbo-b,Vox College - Kansrijk HAVO - vmbo-t/havo,Marcanti College - v.a. havo,Marcanti College - vmbo-k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Calvijn College - v.a. vmbo-b,DENISE - Denise Havo - v.a. havo,Bernard Nieuwentijt College (Monnickendam) - v.a. havo,Amsterdams Beroepscollege Noorderlicht - vmbo-k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Bindelmeer College - v.a. vmbo-b,Bernard Nieuwentijt College (Monnickendam) - Kansrijk HAVO - vmbo-t/havo,Cburg College - Kansrijk Kader - vmbo-b/k,Montessori Lyceum Oostpoort - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Clusius College - v.a. vmbo-b,Hervormd Lyceum Zuid - Universalis - vwo,Calandlyceum - Kansrijk VWO - havo/vwo,Spinoza Lyceum - Muziekplus - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Mundus College - v.a. vmbo-b,Comenius Lyceum Amsterdam - vwo,Marcanti College - v.a. havo,Cygnus gymnasium - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Huygens College - v.a. vmbo-b,Metis Montessori Lyceum - Technasium havo/vwo - v.a. havo,Pieter Nieuwland College - v.a. havo,Spinoza20first - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Mediacollege Amsterdam - v.a. vmbo-b,Geert Groote College - Kansrijk VWO - havo/vwo,Hervormd Lyceum West - Tweetalig - v.a. havo,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Amsterdams Beroepscollege Noorderlicht - v.a. vmbo-b,Huygens College - Kansrijk Kader - vmbo-b/k,Pieter Nieuwland College - v.a. havo,Calandlyceum - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Panta Rhei - v.a. vmbo-b,Calandlyceum - LOOT - v.a. vmbo-t,Montessori Lyceum Amsterdam - Sluisbuurt - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Amsterdams Beroepscollege Noorderlicht - v.a. vmbo-b,CSB - Kansrijk HAVO - vmbo-t/havo,Metis Montessori Lyceum - Coderclass of Metisprofiel havo/vwo - v.a. havo,Het 4e Gymnasium - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Bindelmeer College - v.a. vmbo-b,Vinse School - v.a. vmbo-t,Montessori Lyceum Amsterdam - vwo,Amsterdams Beroepscollege Noorderlicht - vmbo-k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Panta Rhei - v.a. vmbo-b,Vox College - vwo,Lumion - v.a. havo,Lumion - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Wellantcollege Linnaeus - v.a. vmbo-b,Hervormd Lyceum West - Kansrijk VWO - havo/vwo,Lumion - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Amsterdams Beroepscollege Noorderlicht - v.a. vmbo-b,Sweelinck College - Kansrijk HAVO - vmbo-t/havo,Ir. Lely Lyceum - Kansrijk VWO-Technasium - havo/vwo,Comenius Lyceum Amsterdam - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Zuiderlicht College - v.a. vmbo-b,Mundus College - vmbo-k,Spinoza20first - v.a. vmbo-t,Ignatiusgymnasium - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Cburg College - v.a. vmbo-b,Ir. Lely Lyceum - Kansrijk VWO-Technasium - havo/vwo,Xplore - v.a. vmbo-t,Hervormd Lyceum Zuid - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Calvijn College - v.a. vmbo-b,Hubertus & Berkhoff - v.a. vmbo-t,Hubertus & Berkhoff - Tweetalig - vmbo-k,Calandlyceum - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,College De Meer - v.a. vmbo-b,Vossius Gymnasium - vwo,Geert Groote College - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Marcanti College - v.a. vmbo-b,Hervormd Lyceum Zuid - Kansrijk VWO - havo/vwo,Montessori Lyceum Amsterdam - Gymnasium - vwo,Open Schoolgemeenschap Bijlmer - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,Huygens College - Kansrijk Kader - vmbo-b/k,Hervormd Lyceum West - Tweetalig - vwo,De Amsterdamse MAVO - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Calvijn College - v.a. vmbo-b,Alasca - vwo,IJburg College - v.a. vmbo-t,Calandlyceum - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Bindelmeer College - v.a. vmbo-b,Het Amsterdams Lyceum - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Zuiderlicht College - v.a. vmbo-b,St. Nicolaaslyceum - vwo,Hervormd Lyceum West - Kansrijk HAVO - vmbo-t/havo,Comenius Lyceum Amsterdam - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Wellantcollege Sloten - v.a. vmbo-b,Havo de Hof - v.a. havo,Mediacollege Amsterdam - vmbo-t,Bredero Mavo - Tweetalig - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vmbo-b,Huygens College - v.a. vmbo-b,IVKO - v.a. vmbo-t,Vox College - v.a. havo,SvPO Amsterdam - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
